FCODE$,FEMID$,SITE$,Age,FSVLAFTER
,,CP,0.75,32
,,CP,0.75,33
,,CP,0.75,33
,,CP,0.75,33
,,CP,0.75,33
,,CP,0.75,34
,,CP,0.75,34
,,CP,0.75,34
,,CP,0.75,34
,,CP,0.75,34
,,OR,0.75,34
,,CP,0.75,35
,,CP,0.75,35
,,CP,0.75,35
,,CP,0.75,35
,,CP,0.75,35
,,CP,0.75,35
,,CP,0.75,35
,,CP,0.75,35
,,OR,0.75,35
,,OR,0.75,35
,,OR,0.75,35
,,OR,0.75,35
,,OR,0.75,35
,,OR,0.75,35
,,OR,0.75,35
,,OR,0.75,35
,,CP,0.75,36
,,CP,0.75,36
,,CP,0.75,36
,,CP,0.75,36
,,CP,0.75,36
,,CP,0.75,36
,,CP,0.75,36
,,CP,0.75,36
,,CP,0.75,36
,,CP,0.75,36
,,CP,0.75,36
,,CP,0.75,36
,,CP,0.75,36
,,OR,0.75,36
,,OR,0.75,36
,,OR,0.75,36
,,OR,0.75,36
,,OR,0.75,36
,,OR,0.75,36
,,OR,0.75,36
,,OR,0.75,36
,,OR,0.75,36
,,OR,0.75,36
,,OR,0.75,36
,,CP,0.75,37
,,CP,0.75,37
,,CP,0.75,37
,,CP,0.75,37
,,CP,0.75,37
,,CP,0.75,37
,,CP,0.75,37
,,CP,0.75,37
,,CP,0.75,37
,,CP,0.75,37
,,CP,0.75,37
,,CP,0.75,37
,,CP,0.75,37
,,OR,0.75,37
,,OR,0.75,37
,,OR,0.75,37
,,OR,0.75,37
,,OR,0.75,37
,,OR,0.75,37
,,OR,0.75,37
,,OR,0.75,37
,,OR,0.75,37
,,OR,0.75,37
,,OR,0.75,37
,,OR,0.75,37
,,CP,0.75,38
,,CP,0.75,38
,,CP,0.75,38
,,CP,0.75,38
,,CP,0.75,38
,,CP,0.75,38
,,CP,0.75,38
,,CP,0.75,38
,,OR,0.75,38
,,OR,0.75,38
,,OR,0.75,38
,,OR,0.75,38
,,OR,0.75,38
,,OR,0.75,38
,,OR,0.75,38
,,OR,0.75,38
,,OR,0.75,38
,,CP,0.75,39
,,CP,0.75,39
,,CP,0.75,39
,,CP,0.75,39
,,CP,0.75,39
,,OR,0.75,39
,,OR,0.75,39
,,OR,0.75,39
,,OR,0.75,39
,,OR,0.75,39
,,OR,0.75,39
,,OR,0.75,39
,,OR,0.75,39
,,OR,0.75,39
,,CP,0.75,40
,,CP,0.75,40
,,CP,0.75,40
,,CP,0.75,40
,,CP,0.75,40
,,CP,0.75,40
,,CP,0.75,40
,,CP,0.75,40
,,CP,0.75,40
,,CP,0.75,40
,,CP,0.75,40
,,CP,0.75,40
,,CP,0.75,40
,,OR,0.75,40
,,OR,0.75,40
,,OR,0.75,40
,,CP,0.75,41
,,CP,0.75,41
,,CP,0.75,41
,,CP,0.75,41
,,CP,0.75,41
,,CP,0.75,41
,,CP,0.75,41
,,CP,0.75,41
,,CP,0.75,41
,,OR,0.75,41
,,CP,0.75,42
,,CP,0.75,42
,,CP,0.75,42
,,CP,0.75,42
,,CP,0.75,42
,,CP,0.75,42
,,CP,0.75,42
,,CP,0.75,42
,,CP,0.75,42
,,OR,0.75,42
,,CP,0.75,43
,,CP,0.75,43
,,CP,0.75,43
,,OR,0.75,43
,,CP,0.75,44
,,CP,0.75,44
,,CP,0.75,45
,,CP,0.75,45
,,CP,0.75,45
,,CP,0.75,45
,,CP,0.75,46
,,CP,0.75,46
,,CP,0.75,46
,,CP,0.75,47
,,CP,0.75,48
,,CP,0.75,53
,,CP,0.75,32.05
,,CP,0.75,33.05
,,CP,0.75,33.05
,,CP,0.75,33.05
,,CP,0.75,34.05
,,CP,0.75,34.05
,,CP,0.75,34.05
,,CP,0.75,34.05
,,CP,0.75,35.05
,,CP,0.75,35.05
,,CP,0.75,36.05
,,CP,0.75,36.05
,,CP,0.75,36.05
,,CP,0.75,36.05
,,CP,0.75,37.05
,,CP,0.75,37.05
,,CP,0.75,37.05
,,CP,0.75,37.05
,,CP,0.75,38.05
,,CP,0.75,41.05
,,CP,0.75,42.05
,,CP,0.75,42.05
,,CP,0.75,43.05
0131,1041,OR,2,54
1331,625,OR,2,55
0122,1020,OR,2,55
3534,1033,OR,2,55
2401,851,OR,2,56
1555,619,OR,2,57
2351,807,OR,2,57
Feb-22,928,OR,2,57
Feb-14,929,OR,2,57
0124,1022,OR,2,57
0014,1023,OR,2,57
4502,1406,OR,2,57
0222,511,OR,2,58
1203,621,OR,2,58
2243,802,OR,2,58
2434,821,OR,2,58
Feb-32,930,OR,2,58
4221,1203,OR,2,58
5422,303,OR,2,59
Jan-03,504,OR,2,59
2210,815,OR,2,59
2/32/353,938,OR,2,59
1045,1132,OR,2,59
4042,.,OR,2,59
3122,246,OR,2,60
0053,516,OR,2,60
1035,611,OR,2,60
1512,613,OR,2,60
1305,629,OR,2,60
4032,710,OR,2,60
3021,908,OR,2,60
5305,910,OR,2,60
5014,305,OR,2,61
3214,431,OR,2,61
0212,502,OR,2,61
4342,714,OR,2,61
2531,800,OR,2,61
0013,1817,CP,2,61
3411,1001,OR,2,61
1023,1100,OR,2,61
4150,1414,OR,2,61
4535,1422,OR,2,61
2345,1515,OR,2,61
5025,,OR,2,61
3043,205,OR,2,62
1002,604,OR,2,62
1311,616,OR,2,62
3134,1010,OR,2,62
1253,1110,OR,2,62
4112,1204,OR,2,62
3001,1302,OR,2,62
3444,1227,OR,2,62
0101,506,OR,2,63
1324,628,OR,2,63
2132,727,OR,2,63
Feb-40,1734,CP,2,63
01/303,1815,CP,2,63
3115,903,OR,2,63
3124,913,OR,2,63
4123,805,OR,2,64
2041,1733,CP,2,64
0345,1825,CP,2,64
1344,1101,OR,2,64
41/200,1402,OR,2,64
5430,1537,CP,2,65
0052,1828,CP,2,65
5433,905,OR,2,65
Feb-01,915,OR,2,65
0452,2327,CP,2,65
1325,.,CP,2,65
1411,631,OR,2,66
0302,1822,CP,2,66
5512,2012,CP,2,66
5421,2017,CP,2,66
1303,2427,CP,2,66
2305,1503,OR,2,66
Jan-20,1511,CP,2,67
2400,845,OR,2,67
0333,2321,CP,2,67
1344,2417,CP,2,67
3435,229,OR,2,68
4541,1518,CP,2,68
5423,1531,CP,2,68
5402,906,OR,2,68
3303,1900,CP,2,68
4320,1418,OR,2,68
1010,2423,CP,2,68
0103/5,542,OR,2,69
23(4)/52,2521,CP,2,69
0251/2,1821,CP,2,70
0230,1827,CP,2,70
3020,,CP,2,70
5530,1340,CP,2,71
5513,1355,CP,2,72
0131,1826,CP,2,72
0410,2332,CP,2,72
1224,2422,CP,2,72
1211,2426,CP,2,72
3541,,CP,2,72
3250,,CP,2,72
5525,1339,CP,2,72.5
0023,2318,CP,2,73
1222,2419,CP,2,73
3042,,CP,2,74
5501,1410,CP,2,76
3025,,CP,2,76
3100,1003,OR,3,55
2452,937,OR,3,56
5351,1027,OR,3,56
2042,840,OR,3,57
5452,1032,OR,3,57
4130,1221,OR,3,57
5202,428,OR,3,58
5153,430,OR,3,58
4432,819,OR,3,58
4310,824,OR,3,58
3102,1031,OR,3,58
312/30,337,OR,3,59
5325,415,OR,3,59
2154,433,OR,3,59
3103,529,OR,3,59
2030,831,OR,3,59
0031,1117,OR,3,59
3344,1120,OR,3,59
0111,1121,OR,3,59
0245,1126,OR,3,59
1040,1222,OR,3,59
3130,314,OR,3,60
5450,427,OR,3,60
1412,705,OR,3,60
4213,814,OR,3,60
2434,821,OR,3,60
3021,908,OR,3,60
5312,1025,OR,3,60
5422,1028,OR,3,60
5334,1029,OR,3,60
Feb-22,928,OR,3,60
0122,1020,OR,3,60
4051,1313,OR,3,60
1301,703,OR,3,61
1305,629,OR,3,61
4411,832,OR,3,61
4354,839,OR,3,61
2351,807,OR,3,61
2541,866,OR,3,61
Feb-14,929,OR,3,61
3014,1035,OR,3,61
0203,1105,OR,3,61
0141,1111,OR,3,61
Jan-44,1118,OR,3,61
3202,1128,OR,3,61
1553,1228,OR,3,61
1152/3,1232,OR,3,61
4031,1319,OR,3,61
3122,246,OR,3,62
5005,411,OR,3,62
5354,426,OR,3,62
3231,513,OR,3,62
Jan-03,504,OR,3,62
0222,511,OR,3,62
Feb-10,724,OR,3,62
4032,710,OR,3,62
4520,827,OR,3,62
2110,828,OR,3,62
2205,919,OR,3,62
Feb-52,1039,OR,3,62
2/32/353,938,OR,3,62
0131,1041,OR,3,62
0252,1122,OR,3,62
3544,1125,OR,3,62
0124,1022,OR,3,62
3444,.,OR,3,62
3323,332,OR,3,63
5114,305,OR,3,63
4532,406,OR,3,63
5223,407,OR,3,63
3055,530,OR,3,63
3015,618,OR,3,63
0430,626,OR,3,63
0152,630,OR,3,63
1404,704,OR,3,63
5054,909,OR,3,63
2505,865,OR,3,63
3215,1127,OR,3,63
0241,1129,OR,3,63
4130,1221,OR,3,63
3101,1424,OR,3,63
4215,1505,OR,3,63
4240,1506,OR,3,63
4101,1507,OR,3,63
333/43,327,OR,3,64
4343,404,OR,3,64
0212,502,OR,3,64
1035,611,OR,3,64
4123,805,OR,3,64
5101,914,OR,3,64
2335,862,OR,3,64
3105,1007,OR,3,64
0205,1107,OR,3,64
1143,1230,OR,3,64
3154,1407,OR,3,64
4502,1406,OR,3,64
4150,1414,OR,3,64
3304,316,OR,3,65
5205,400,OR,3,65
3102,515,OR,3,65
0112,612,OR,3,65
1002,604,OR,3,65
1311,616,OR,3,65
3124,913,OR,3,65
1045,1132,OR,3,65
4314,1509,OR,3,65
4535,1512,OR,3,65
3404,341,OR,3,66
2514,912,OR,3,66
3134,1010,OR,3,66
5434,2106,CP,3,66
2042,1225,OR,3,66
2032,1432,CP,3,67
31/353,1508,CP,3,67
0011,620,OR,3,67
1335,700,OR,3,67
2140,850,OR,3,67
Feb-21,2006,CP,3,67
1344,1101,OR,3,67
4115,1343,CP,3,68
1222,1439,CP,3,68
1533,1444,CP,3,68
1302,1446,CP,3,68
3302,1520,CP,3,68
Jan-44,1633,CP,3,68
4011,1707,CP,3,68
4215,1808,CP,3,68
01/202,1861,CP,3,68
3014,2011,CP,3,68
3423,1134,OR,3,68
5023,2107,CP,3,68
5024,2114,CP,3,68
4442,2227,CP,3,68
2415,2335,CP,3,68
0224,2424,CP,3,68
343/55,229,OR,3,69
5125,1333,CP,3,69
1544,1409,CP,3,69
2213,1418,CP,3,69
Feb-13,1426,CP,3,69
3223,1442,CP,3,69
3333,1447,CP,3,69
3154,1532,CP,3,69
0103/5,542,OR,3,69
Jan-40,1616,CP,3,69
Jan-50,1630,CP,3,69
4151,1802,CP,3,69
2100,1807,CP,3,69
Feb-02,1819,CP,3,69
5151,2120,CP,3,69
0452,2327,CP,3,69
1333,2513,CP,3,69
1400,2526,CP,3,69
4223,1303,CP,3,70
4123,1317,CP,3,70
4052,1329,CP,3,70
4531,1348,CP,3,70
011/43,1402,CP,3,70
2342,1416,CP,3,70
3544,1425,CP,3,70
2454,1437,CP,3,70
1253,1448,CP,3,70
3134,1506,CP,3,70
0013,1626,CP,3,70
5423,1531,CP,3,70
0513,1647,CP,3,70
Jan-20,1511,CP,3,70
1411,631,OR,3,70
1145,1717,CP,3,70
Feb-22,1813,CP,3,70
3210,2014,CP,3,70
3210,1102,OR,3,70
5145,2113,CP,3,70
5013,2119,CP,3,70
4412,2207,CP,3,70
2450,2316,CP,3,70
0101,2410,CP,3,70
5045,1345,CP,3,71
2424,1413,CP,3,71
3322,1431,CP,3,71
2444,1433,CP,3,71
4101,1731,CP,3,71
1453,1720,CP,3,71
1002,1824,CP,3,71
0112,1906,CP,3,71
Feb-10,1859,CP,3,71
3201,2005,CP,3,71
5052,2117,CP,3,71
5224,2118,CP,3,71
2503,2310,CP,3,71
2054,2320,CP,3,71
0102,2418,CP,3,71
0025,2418,CP,3,71
1303,2427,CP,3,71
1432,2514,CP,3,71
1145,2515,CP,3,71
5021,1310,CP,3,72
4430,1341,CP,3,72
1145,1401,CP,3,72
3004,1412,CP,3,72
3235,1421,CP,3,72
1532,1428,CP,3,72
3014,1435,CP,3,72
1101,1438,CP,3,72
3232,1443,CP,3,72
3214,1445,CP,3,72
0452,1605,CP,3,72
0210,1621,CP,3,72
0425,1624,CP,3,72
0432,1641,CP,3,72
Jan-54,1642,CP,3,72
Jan-32,1644,CP,3,72
Jan-05,1646,CP,3,72
4110,1727,CP,3,72
4353,1716,CP,3,72
Feb-04,1811,CP,3,72
2023,1812,CP,3,72
0544,1838,CP,3,72
01/231,1910,CP,3,72
3515,2003,CP,3,72
3301,2008,CP,3,72
3453,2009,CP,3,72
5435,2100,CP,3,72
5221,2103,CP,3,72
5230,2108,CP,3,72
5403,2109,CP,3,72
2124,2304,CP,3,72
2041,2220,CP,3,72
2500,2314,CP,3,72
2313,2324,CP,3,72
0352,2407,CP,3,72
0111,2414,CP,3,72
4354,1330,CP,3,72.5
4310,1302,CP,3,73
4454,1322,CP,3,73
5051,1344,CP,3,73
5343,1349,CP,3,73
4431,1352,CP,3,73
Mar-52,1354,CP,3,73
1423,1440,CP,3,73
3140,1503,CP,3,73
3414,1536,CP,3,73
5005,1534,CP,3,73
Jan-11,1625,CP,3,73
4340,1709,CP,3,73
4013,1710,CP,3,73
2041,1733,CP,3,73
3141,2000,CP,3,73
3401,2010,CP,3,73
5045,2102,CP,3,73
1241,2507,CP,3,73
1243,2522,CP,3,73
1414,2524,CP,3,73
2204,,CP,3,73
432/50,1328,CP,3,74
5014,1353,CP,3,74
3010,1408,CP,3,74
5530,1340,CP,3,74
1540,1419,CP,3,74
3044,1429,CP,3,74
1451,1434,CP,3,74
2221,1436,CP,3,74
2303,1449,CP,3,74
3322,1522,CP,3,74
0325,1603,CP,3,74
0132,1640,CP,3,74
0434,1901,CP,3,74
0141,1907,CP,3,74
3510,2013,CP,3,74
4342,2204,CP,3,74
2322,.,CP,3,74
0125,2406,CP,3,74
0355,2409,CP,3,74
2253,,CP,3,74
3523,1404,CP,3,75
0430,1637,CP,3,75
1054,1703,CP,3,75
1203,1728,CP,3,75
4044,1730,CP,3,75
2532,1801,CP,3,75
Apr-53,2002,CP,3,75
5321,2105,CP,3,75
5115,2111,CP,3,75
4224,2217,CP,3,75
4204,2223,CP,3,75
2324,2313,CP,3,75
2114,2330,CP,3,75
1401,2518,CP,3,75
1151,2520,CP,3,75
1025,2523,CP,3,75
2323,,CP,3,75
2350,1407,CP,3,76
0335,1606,CP,3,76
Jan-34,1610,CP,3,76
Jan-44,1617,CP,3,76
0412,1903,CP,3,76
0533,1905,CP,3,76
0154,1833,CP,3,76
2311,2312,CP,3,76
5525,1339,CP,3,77
0543,1636,CP,3,77
0434,2416,CP,3,77
1142,2502,CP,3,77
1010,2423,CP,3,77
1024,2505,CP,3,77
5501,1410,CP,3,78
Mar-01,2218,CP,3,78
4055,2220,CP,3,78
2334,2337,CP,3,78
1135,2501,CP,3,78
1040,2511,CP,3,78
2234,1424,CP,3,80
1224,2422,CP,3,80
4531,2508,CP,3,80
1211,2426,CP,3,80
1122,2509,CP,3,82
1233,2510,CP,3,83
0131,1826,CP,3,86
0023,2318,CP,3,89
5205,1321,CP,3,.
1512,613,OR,3,.
4125,1732,CP,3,.
2020,858,OR,3,.
2132,727,OR,3,.
2135,859,OR,3,.
4011,868,OR,3,.
4101,869,OR,3,.
4232,870,OR,3,.
4540,871,OR,3,.
4544,872,OR,3,.
2122,1841,CP,3,.
2212,1842,CP,3,.
2242,1843,CP,3,.
2315,1844,CP,3,.
2322,1845,CP,3,.
2334,1846,CP,3,.
2344,1847,CP,3,.
Feb-20,1854,CP,3,.
3042,1131,OR,3,.
1014,838,OR,3,59
Feb-40,1130,OR,4,58
0222,1229,OR,4,58
2115,512,OR,4,59
1014,838,OR,4,59
4134,1206,OR,4,59
4240,1506,OR,4,59
4401,523,OR,4,60
5202,428,OR,4,60
0545,721,OR,4,60
1003,848,OR,4,60
2205,919,OR,4,60
5351,1027,OR,4,60
0122,1020,OR,4,60
0214,1224,OR,4,60
4212,1428,OR,4,60
5153,430,OR,4,61
2112,541,OR,4,61
0410,728,OR,4,61
1412,705,OR,4,61
Feb-32,930,OR,4,61
2003,1322,OR,4,61
1135,1324,OR,4,61
5043,1423,OR,4,61
5151,1024,OR,4,62
3434,1219,OR,4,62
4051,1313,OR,4,62
3323,332,OR,4,63
5422,303,OR,4,63
1035,611,OR,4,63
1404,704,OR,4,63
Feb-10,724,OR,4,63
2140,923,OR,4,63
4213,814,OR,4,63
2541,866,OR,4,63
2351,807,OR,4,63
3102,1031,OR,4,63
Feb-14,929,OR,4,63
5334,1029,OR,4,63
0141,1111,OR,4,63
0203,1105,OR,4,63
3344,1120,OR,4,63
0252,1122,OR,4,63
4031,1319,OR,4,63
3551,302,OR,4,64
3302,413,OR,4,64
3214,431,OR,4,64
1512,613,OR,4,64
4310,824,OR,4,64
2243,802,OR,4,64
2455,864,OR,4,64
5312,1025,OR,4,64
5422,1028,OR,4,64
0124,1022,OR,4,64
1040,1222,OR,4,64
1321,1323,OR,4,64
3545,417,OR,4,65
5354,426,OR,4,65
3231,513,OR,4,65
1311,616,OR,4,65
4032,710,OR,4,65
2110,828,OR,4,65
5101,914,OR,4,65
5052,1015,OR,4,65
5150,1021,OR,4,65
3021,908,OR,4,65
Feb-52,1039,OR,4,65
Feb-01,915,OR,4,65
1533,1316,OR,4,65
2042,1225,OR,4,65
1143,1230,OR,4,65
4343,404,OR,4,66
1555,619,OR,4,66
4520,827,OR,4,66
0234,1202,OR,4,66
3404,341,OR,4,67
5114,305,OR,4,67
4404,527,OR,4,67
1002,604,OR,4,67
3215,1127,OR,4,67
0101,506,OR,4,68
02/320,715,OR,4,68
2531,800,OR,4,68
2533,1026,OR,4,68
3124,913,OR,4,68
3544,1125,OR,4,68
5242,1441,CP,4,69
5205,400,OR,4,69
1125,1509,CP,4,69
0212,502,OR,4,69
Jan-24,1818,CP,4,69
4332,1452,CP,4,70
5454,509,OR,4,70
2325,607,OR,4,70
1411,631,OR,4,70
5434,2106,CP,4,70
3215,1127,OR,4,70
4442,2227,CP,4,70
5040,1403,CP,4,71
4115,1343,CP,4,71
4052,1329,CP,4,71
5502,1627,CP,4,71
3302,1520,CP,4,71
1453,1720,CP,4,71
01/202,1861,CP,4,71
0352,2407,CP,4,71
0101,2410,CP,4,71
4223,1303,CP,4,72
5125,1333,CP,4,72
4531,1348,CP,4,72
3445,1504,CP,4,72
1222,1439,CP,4,72
2454,1437,CP,4,72
Jan-24,1702,CP,4,72
Jan-44,1633,CP,4,72
4151,1802,CP,4,72
2122,1841,CP,4,72
5023,2107,CP,4,72
2450,2316,CP,4,72
4444,1411,CP,4,73
2424,1413,CP,4,73
1544,1409,CP,4,73
011/43,1402,CP,4,73
3322,1431,CP,4,73
2444,1433,CP,4,73
Jan-32,1644,CP,4,73
0122,2004,CP,4,73
5402,906,OR,4,73
3201,2005,CP,4,73
5151,2120,CP,4,73
4401,1400,CP,4,74
5045,1345,CP,4,74
1102,1502,CP,4,74
3415,1512,CP,4,74
Feb-13,1426,CP,4,74
22/313,1418,CP,4,74
1533,1444,CP,4,74
3020,1609,CP,4,74
5335,1632,CP,4,74
3250,1639,CP,4,74
4215,1808,CP,4,74
2315,1844,CP,4,74
2100,1807,CP,4,74
01/231,1910,CP,4,74
3401,2010,CP,4,74
5334,2216,CP,4,74
5230,2108,CP,4,74
4412,2207,CP,4,74
4121,2325,CP,4,74
2503,2310,CP,4,74
3/04/5352,1354,CP,4,75
4315,1302,CP,4,75
5205,1321,CP,4,75
3014,1435,CP,4,75
3402,1517,CP,4,75
1411,1525,CP,4,75
5005,1534,CP,4,75
3140,1503,CP,4,75
0034,1706,CP,4,75
Jan-54,1642,CP,4,75
4340,1709,CP,4,75
1002,1824,CP,4,75
Feb-20,1854,CP,4,75
3210,2014,CP,4,75
3301,2008,CP,4,75
Feb-21,2006,CP,4,75
5024,2114,CP,4,75
5045,2102,CP,4,75
5435,2100,CP,4,75
5013,2119,CP,4,75
2343,2404,CP,4,75
4220,1417,CP,4,76
2414,1507,CP,4,76
3211,1513,CP,4,76
2232,1527,CP,4,76
1101,1438,CP,4,76
3321/2,1522,CP,4,76
Jan-44,1708,CP,4,76
0210,1621,CP,4,76
Jan-25,1714,CP,4,76
0425,1624,CP,4,76
4013,1710,CP,4,76
2023,1812,CP,4,76
2041,1733,CP,4,76
5254,2219,CP,4,76
2313,2324,CP,4,76
0224,2424,CP,4,76
1333,2513,CP,4,76
1145,1401,CP,4,77
1540,1419,CP,4,77
3010,1408,CP,4,77
3235,1421,CP,4,77
3201,1622,CP,4,77
3323,1631,CP,4,77
Jan-11,1625,CP,4,77
4353,1716,CP,4,77
0533,1905,CP,4,77
3515,2003,CP,4,77
4342,2204,CP,4,77
43/452,2331,CP,4,77
4055,2221,CP,4,77
2054,2320,CP,4,77
0112,2506,CP,4,77
5224,1406,CP,4,78
1424,1514,CP,4,78
0430,1637,CP,4,78
0325,1603,CP,4,78
2200,1908,CP,4,78
2322,2411,CP,4,78
Jan-14,2330,CP,4,78
1145,2515,CP,4,78
3205,1638,CP,4,79
Jan-44,1617,CP,4,79
5154,2203,CP,4,79
5115,2111,CP,4,79
Mar-01,2218,CP,4,79
0025,2418,CP,4,79
0355,2409,CP,4,79
0111,2414,CP,4,79
1401,2518,CP,4,79
1423,,CP,4,79
3124,1500,CP,4,80
5501,1410,CP,4,80
1303,2427,CP,4,80
2234,1424,CP,4,81
4330,2210,CP,4,82
4421,2315,CP,4,82
1211,2426,CP,4,82
1142,2502,CP,4,82
2334,2337,CP,4,84
0410,2332,CP,4,84
0432,1641,CP,4,.
1301,703,OR,4,.
1420,856,OR,4,.
1421,857,OR,4,.
1301/4,893,OR,4,.
3121,1114,OR,4,.
2124,2304,CP,4,.
0344,836,OR,5,60
2452,937,OR,5,60
Feb-40,1130,OR,5,60
0222,1229,OR,5,60
3103,529,OR,5,61
1420,856,OR,5,61
1140,936,OR,5,61
3501,1320,OR,5,61
4531,624,OR,5,62
1014,838,OR,5,62
1003,848,OR,5,62
4540,871,OR,5,62
2042,840,OR,5,62
5452,1032,OR,5,62
3214,431,OR,5,63
Jan-14,834,OR,5,63
4310,824,OR,5,63
4101,869,OR,5,63
4031,1319,OR,5,63
3424,525,OR,5,64
4021,537,OR,5,64
3323,332,OR,5,64
5422,303,OR,5,64
4411,832,OR,5,64
5422,1028,OR,5,64
4134,1206,OR,5,64
0252,1122,OR,5,64
3304,316,OR,5,65
3231,513,OR,5,65
0430,626,OR,5,65
4033,1017,OR,5,65
4213,814,OR,5,65
4032,710,OR,5,65
4520,827,OR,5,65
4110,1045,OR,5,65
3021,908,OR,5,65
5334,1029,OR,5,65
3102,1031,OR,5,65
2/4(3)14,929,OR,5,65
Feb-01,915,OR,5,65
3544,1125,OR,5,65
3344,1120,OR,5,65
3130,314,OR,5,66
3403,539,OR,5,66
4050,1519,CP,5,66
1035,611,OR,5,66
2243,802,OR,5,66
5151,1024,OR,5,66
Feb-52,1039,OR,5,66
1143,1230,OR,5,66
5114,305,OR,5,67
02/320,715,OR,5,67
0152,630,OR,5,67
1512,613,OR,5,67
2140,923,OR,5,67
5101,914,OR,5,67
5052,1015,OR,5,67
0234,1202,OR,5,67
3545,417,OR,5,68
4044,1510,CP,5,68
1311,616,OR,5,68
2110,828,OR,5,68
4342,714,OR,5,68
0315,2110,CP,5,68
3105,1007,OR,5,68
4051,1313,OR,5,68
343/55,229,OR,5,69
0101,506,OR,5,69
0212,502,OR,5,69
1045,1132,OR,5,69
0515,895,OR,5,70
1555,619,OR,5,70
3124,913,OR,5,70
4412,2207,CP,5,71
4442,2227,CP,5,71
4040,1526,CP,5,72
Jan-24,1818,CP,5,72
1002,604,OR,5,72
5434,2106,CP,5,72
4311,1528,CP,5,73
4115,1343,CP,5,73
3445,1504,CP,5,73
Jan-24,1702,CP,5,73
1411,631,OR,5,73
2122,1841,CP,5,73
5125,1333,CP,5,74
4123,1317,CP,5,74
5040,1403,CP,5,74
453/41,1348,CP,5,74
2424,1413,CP,5,74
2404,1643,CP,5,74
2054,2320,CP,5,74
4444,1411,CP,5,75
1544,1409,CP,5,75
0034,1706,CP,5,75
2/(4)021,2007,CP,5,75
Feb-04,1811,CP,5,75
2100,1807,CP,5,75
0544,1838,CP,5,75
01/231,1910,CP,5,75
3301,2008,CP,5,75
5151,2120,CP,5,75
4223,1303,CP,5,76
3020,1609,CP,5,76
5502,1627,CP,5,76
Jan-50,1630,CP,5,76
0052,1806,CP,5,76
0210,1621,CP,5,76
Feb-20,1854,CP,5,76
2023,1812,CP,5,76
2041,1733,CP,5,76
4121,2325,CP,5,76
4315,1302,CP,5,77
5045,1345,CP,5,77
3014,1435,CP,5,77
1425,1611,CP,5,77
3010,1408,CP,5,77
Jan-11,1625,CP,5,77
4013,1710,CP,5,77
5435,2100,CP,5,77
5224,1406,CP,5,78
3415,1512,CP,5,78
5530,1340,CP,5,78
3140,1503,CP,5,78
3321/2,1522,CP,5,78
1002,1824,CP,5,78
43/452,2331,CP,5,78
2450,2316,CP,5,78
1145,1401,CP,5,79
5005,1534,CP,5,79
Jan-54,1642,CP,5,79
0434,1901,CP,5,79
5024,2114,CP,5,79
5013,2119,CP,5,79
4342,2204,CP,5,79
0352,2407,CP,5,79
0224,2424,CP,5,79
3/04/5352,1354,CP,5,80
Jan-44,1617,CP,5,80
0533,1905,CP,5,80
0141,1907,CP,5,80
5154,2203,CP,5,80
Mar-01,2218,CP,5,80
2313,2324,CP,5,80
0112,2506,CP,5,80
5501,1410,CP,5,82
2334,1846,CP,5,83
4330,2210,CP,5,83
0032,853,OR,5,.
0325,1603,CP,5,.
Jan-41,1852,CP,5,.
Jan-24,1853,CP,5,.
Jan-32,1644,CP,5,.
Jan-44,1633,CP,5,.
0104,933,OR,6,58
4101,869,OR,6,61
4531,624,OR,6,62
3214,431,OR,6,62
1003,848,OR,6,62
5151,1024,OR,6,62
4021,537,OR,6,63
3103,529,OR,6,63
3501,1320,OR,6,63
3344,1120,OR,6,63
3323,332,OR,6,64
5422,303,OR,6,64
1420,856,OR,6,64
2042,840,OR,6,64
0430,626,OR,6,65
1311,616,OR,6,65
4310,824,OR,6,65
2533,1026,OR,6,65
5334,1029,OR,6,65
3021,908,OR,6,65
3102,1031,OR,6,65
3130,314,OR,6,66
4033,1017,OR,6,66
5251/2,1310,OR,6,66
2/4(3)14,929,OR,6,66
Feb-52,1039,OR,6,66
0203,1105,OR,6,66
3403,539,OR,6,67
1512,613,OR,6,67
1140,936,OR,6,67
4520,827,OR,6,67
4032,710,OR,6,67
3404,341,OR,6,68
2140,923,OR,6,68
4411,832,OR,6,68
5101,914,OR,6,68
4134,1206,OR,6,68
3545,417,OR,6,69
2131,1124,OR,6,69
1002,604,OR,6,70
1143,1230,OR,6,70
4050,1519,CP,6,71
4044,1510,CP,6,71
1125,1509,CP,6,73
3445,1504,CP,6,74
0013,1626,CP,6,74
5434,2106,CP,6,74
3302,1520,CP,6,75
4223,1303,CP,6,76
1544,1409,CP,6,76
Jan-24,1702,CP,6,76
4412,2207,CP,6,76
4442,2227,CP,6,76
5051,1344,CP,6,77
2424,1413,CP,6,77
3140,1503,CP,6,77
2122,1841,CP,6,77
2100,1807,CP,6,77
3301,2008,CP,6,77
5005,1534,CP,6,78
1002,1824,CP,6,78
0544,1838,CP,6,78
0234,1202,OR,6,.
5013,2119,CP,6,78
3014,1435,CP,6,79
3322,1431,CP,6,79
2414,1507,CP,6,79
Jan-54,1642,CP,6,79
3524,2336,CP,6,79
3415,1512,CP,6,80
2023,1812,CP,6,80
5435,2100,CP,6,80
5254,2219,CP,6,80
1145,1401,CP,6,81
Feb-20,1854,CP,6,81
5154,2203,CP,6,81
5024,2114,CP,6,81
2054,2320,CP,6,81
2234,1424,CP,6,82
